100000000,,,,,
100000000,,,,,
100000000,,,,,
100000000,,,,,
100000000,,,,,
100000000,,,,,1000
100000000,,,,,
100000000,,,,,
66593673.39,,,,,
56557241.29,,,,,
49084368.42,,,,,
47641986.26,,,,,
44222188.79,,,,,
40669731.12,,,,,
37988501.46,,,,,
35593936.5,,,,,
34312221.7,,,,,
34306574.43,,,,,
33863892.42,,,,,
33663580.04,,,,,
33518364.36,,,,,
33280012.91,,,,,
33129766.12,,,,,
33129766.12,,,,,
33090315.64,,,,,
33002961.07,,,,,
32962290.96,,,,,
32956992.34,,,,,
32955566.44,,,,,
32948923.17,,,,,
32946303.66,,,,,
32945754.45,,,,,
32942479.21,,,,,
32938854.37,,,,,
32936986.59,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
32936768.57,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
3293676.857,,,,,
